Name,Duplicate,Spellings_semicolon_separated,Aliases
Hašušarnika,TRUE,Ha-šu-ša-ar-ni-kà,
Hašušarnika,TRUE,ha-šu-ša-ar-ni-kà; ha-šu-ša-ri-ni-kà; ha-šu-ša-ar!-ni-kà,
Hasušarra,FALSE,,
Hašušman,FALSE,Ha-šu-uš-ma-an,
Hašušra,FALSE,Ha-šu-uš-ra,
Hašutar,FALSE,ha-šu-tár,
Hašutayali,FALSE,ha-šu-ta-a-li-i,
Hašuwa,TRUE,ha-šu-wa,
Hašuwa,TRUE,Ha-šu-wa; Ha-šu-a; Ha-šu-e; Ha-šu-i,
Hata,FALSE,Ha-ta,
Hatahšu,FALSE,,
Hatala,TRUE,ha-ta-lá,
Hatala,TRUE,Ha-ta-lá; Hu-a-ta-lá; Hu-ta-lá,
Hatali,FALSE,,
Hatānu,FALSE,Ha-ta-ni,
Hataru,FALSE,Ha-ta-ru,
Hatašušar,FALSE,Ha-ta-šu-šar,
Hatata,FALSE,Ha-ta-ta,
Hatatum,FALSE,Ha-ta-tim,
Hati,FALSE,Ha-tí,
Hatiarna,FALSE,,
Hatikur,FALSE,Ha-tí-ku-ur,
Hatili,FALSE,,
Hatilka,FALSE,ha-tí-il5-kà,
Hatini,FALSE,,
Hatkiahšu,FALSE,ha-at-ki-a[h]-šu,
Hatranani,FALSE,Ha-at-ra-na-ni,
Hatrašna,FALSE,Ha-at-ra-áš-na,
Hattia,FALSE,Ha-ti-a,
Hattiar,FALSE,Ha-tí-ar,
Hattum,FALSE,,
Hattuš,FALSE,,
Hattušil,FALSE,,
Hattušili,FALSE,Ha-tù-ší-ili5,
Hatusalat,FALSE,,
Hatušalat,FALSE,,
Hatušil,TRUE,ha-tù-ší-il5,
Hatušil,TRUE,ha-tù-ší-il5; [ha]-tù-ší[-il5],
Hatutu,FALSE,Ha-du-du,
Hawa,FALSE,Ha-wa-a,
Hawawašu,FALSE,Ha-wa-wa-šu,
Hawaya,FALSE,,
Hawilia,FALSE,Ha-wi-li-a,
Hāya,FALSE,Ha-a-a,
Hazaba,FALSE,Ha-za-pá,
Hazabuna,FALSE,Ha-za-pu-na,
Hazabzilum,FALSE,Ha-za-áp-zi-li-im,
Hazalbuna,FALSE,,
Hazalpuna,FALSE,Ha-za-al-pu-na,
Hazamel,TRUE,[ha-z]a-me-[DINGIR]; ha-[z]a-me-DINGIR,
Hazamel,TRUE,ha-za-me-el,
Hazamil,FALSE,Ha-za-mì-il,
Hazapuna,FALSE,ha-za-pu-na,
Hazimel,FALSE,,
Hazuala,FALSE,,
Hazuanum,FALSE,,
Hazubala,FALSE,ha-zu-ba-lá,
Hazulia,FALSE,ha-zu-li-a,
Hazuna,FALSE,Ha-zu-na,
Hazušia,FALSE,ha-zu-ší-a,
Hazuzu,FALSE,Ha-zu-zu,
Hazzawani,FALSE,Ha-az-za-wa-ni,
Hazzuzum,FALSE,Ha-zu-zi-im,
Hi-ba,FALSE,,
Hi-na,FALSE,,
Hi-ša-ri,FALSE,,
Hibi,FALSE,hi-bi-i,
Hidadi,FALSE,Hi-da-dí,
Hidalia,FALSE,Hi-da-li-a,
Hidaluk,FALSE,Hi-da-lu-uk,
Hidašpa,FALSE,Hi-da-áš-pá,
Hidia,FALSE,Hi-dí-a,
Hierbij,FALSE,,
Hiluka,FALSE,Hi-lu-ga see āb-iluka,
Hiluman,TRUE,hi-lu-ma-an,
Hiluman,TRUE,hi-lu-ma-an; hi-lu-m[a-a]n,
Hima,FALSE,Hi-ma-a,
Hima-<big_gap>,FALSE,hi-ma-<big_gap>,
Himadašu,FALSE,hi-ma-da-šu,
Himalia,FALSE,hi-ma-li-a,
Hinaha,FALSE,Hi-na-ha,
Hinali,FALSE,Hi-na-li,
Hinaya,FALSE,,
Hinnāya,TRUE,Hi-na-a,
Hinnāya,TRUE,Hi-na; Hi-na-a; Hi-na-a-a,
Hipa,FALSE,Hi-ba; Hi-ba-a,
Hipi,FALSE,Hi-pí-i,
Hirdu,FALSE,Hi-ir-du,
Hiridanum,FALSE,,
Hišar,FALSE,hi-šar,
Hišduman,FALSE,hi-iš-du-ma-an,
Hištahšu,TRUE,hi-iš-ta-ah-šu,
Hištahšu,TRUE,Hi-iš-ta-ah-šu; Ha-áš-ta-ah-šu,
Hištahšu,TRUE,hi-iš-ta-ah-šu; hi-iš-t[a-ah-šu],
Hištahšušar,TRUE,hi-iš-ta-<ah>-šu-šar,
Hištahšušar,TRUE,hi-iš-ta-<ah>-šu-šar; hi-iš-ta-ah-šu-šar,
Hištahšušar,TRUE,Hi-iš-ta-ah-šu-šar,
Hištuman,FALSE,Hi-iš-tù-ma-an,
Hitahšušar,FALSE,,
Hitani,FALSE,,
Hiwašmei,FALSE,hi-wa-áš-me-i,
Hiwašmi,FALSE,Hi-wa-áš-me-i,
House,FALSE,É,
Hu-lá-a-a,FALSE,Hu-lá-a-a,
Hu-ma-da-šu,FALSE,Hu-ma-[da-šu],
Hu-na-hu-na,FALSE,Hu-na-hu-na,
Huardula,FALSE,hu-ar-tù-la,
Huatala,TRUE,hu-a-t[a-lá],
Huatala,TRUE,hu-a-ta-la,
Hubaba,FALSE,Hu-ba-ba; Hu-ba-ba-am,
Hubabum,FALSE,,
Hubalia,FALSE,,
Hubašum,FALSE,,
Hubazi,FALSE,,
Hubazum,FALSE,Hu-ba-zi-im,
Hubidum,FALSE,Hu-bi-dam,
Hubišnuman,FALSE,Hu-pí-iš-nu-ma-an,
Hubitum,FALSE,,
Hubšalim,FALSE,,
Hubuzi,FALSE,Hu-bu-zi,
Huda,FALSE,Hu-da,
Hudada,FALSE,Hu-da-da,
Hudādum,FALSE,Hu-da-dum,
Hudahuda,FALSE,Hu-da-hu-da,
Hudama,FALSE,hu-da-ma-a,
Hudarla,FALSE,,
Hudarlani,FALSE,hu-dar-lá-ni,
Hudia,FALSE,hu-tí-a,
Hudida,FALSE,Hu-dí-da,
Hudka,FALSE,hu-ud-ka,
Hudu-bēlī,FALSE,Hu-du-be-li,
Hududu,FALSE,Hu-du-du,
Hudurla,FALSE,hu-da-ar-lá-ma,
Hudurlani,FALSE,,
Hugania,FALSE,Hu-ga-ni-a,
Huharimataku,FALSE,Hu-ha-ri-ma-ta-ku,
Huhu,FALSE,Hu-hu,
Huhumidal,FALSE,Hu-hu-me-ta-al,
Huialka,FALSE,hu-ú-i-a-al-kà,
Huiliuman,FALSE,hu-e-li-ú-ma-an,
Hukania,FALSE,,
Hula,FALSE,Hu-lá,
Hulalakum,FALSE,,
Hulali,FALSE,Hu-lá-lí,
Hulalia,FALSE,Hu-lá-li-a; Hu-lá-lí-a,
Hulalum,TRUE,Hu-lá-lu-um,
Hulalum,TRUE,Hu-lá-lu-um; Hu-lá-lim,
Hulana,FALSE,Hu-la-n[a,
Huli,FALSE,Hu-li,
Hulia,FALSE,Hu-li-a,
Hulu,TRUE,hu-lu,
Hulu,TRUE,Hu-lu; Hu-lu-uš,
Huluba,FALSE,Hu-lu-pá,
Huluš,FALSE,hu-lu-uš,
Huma,FALSE,Hu-ma,
Huma[dašu],FALSE,hu-ma-[da-šu],
Humadašu,TRUE,hu-ma-d[a-šu],
Humadašu,TRUE,hu-ma-d[a-šu]; hu-ma-da-š[u],
Humadašu,TRUE,hu-ma-da-šu,
Humadašu,TRUE,hu-ma-da-šu; [h]u-ma-da-šu,
Humadašu,TRUE,hu-ma-da-šu; hu-[ma-d]a-šu; [hu-ma-da-]šu,
Humadašu,TRUE,Hu-ma-da-šu; Hu-mu-un-da-šu,
Humadašu,TRUE,hu-ma-da<-šu>,
Humadašu,TRUE,hu[-m]a-[d]a-a-šu,
Humalu,FALSE,hu-ma-lu,
Humatanika,FALSE,Hu-ma-ta-ni-kà,
Humazi,FALSE,hu-ma-zi,
Humida,FALSE,Hu-me-da,
Humudašu,FALSE,hu-mu-da-šu,
Humundašu,FALSE,hu-mu-un-da-šu; hu-mu[-...]; hu-mu-un<-da>-šu,
Huna,FALSE,Hu-na-hu-na; Hu-na,
Hunadadua,FALSE,hu-na-da-du-wa,
Hunahuna,TRUE,hu-na-hu-na,
Hunahuna,TRUE,hu-na-hu-na; hu-na,
Hunanāya,FALSE,,
Hunani,FALSE,,
Hunanum,FALSE,Hu-na-num,
Hunia,FALSE,Hu-ni-a,
Hunua,FALSE,Hu-nu-a,
Hunuma,FALSE,Hu-nu-ma,
Hunupi,FALSE,Hu-nu-pì,
Hupalia,FALSE,Hu-pá-li-a,
Hupišnuman,FALSE,hu-pí-iš-nu-ma-an,
Hurad,FALSE,Hu-ra-at,
Hurada,FALSE,hu-ra-da,
Hurama,FALSE,,
Huramanu,FALSE,hu-ra-ma-nu,
Huraša,FALSE,Hu-ra-ša,
Huraṣanum,TRUE,Hu-ra-ṣa-nu-um,
Huraṣanum,TRUE,Hu-ra-ṣa-num,
Huraṣanum,TRUE,Hu-ra-ṣa-num; Hu-ra-ṣa-nu-um; Hu-ra-ṣa-nu-um,
Huraṣānum,FALSE,Hu-ra-ṣa-num; Hu-ra-ṣa-nu-um; Hu-ra-ṣa-nu-um,
Hurāṣānum,FALSE,Hu-ra-ṣa-num; Hu-ra-ṣa-nu-um; Hu-ra-ṣa-nu-um,
Huraṣi,FALSE,Hu-ra-ṣí,
Hurāṣi,FALSE,Hu-ra-ṣí,
Hurāṣum,FALSE,Hu-ra-ṣí,
Hurazi,FALSE,[h]u-ra-zi; hu-ra-zi,
Hurbana,FALSE,Hu-ur-ba-na,
Hurdala,FALSE,Hu-ur-da-lá,
Hurdunani,FALSE,hu-ur-du-na-ni,
Hurišar,FALSE,Hu-ri-ša-ar,
Hurluman,FALSE,Hu-ur-lu-ma-an,
Hurma,FALSE,Hur-ma-a,
Hurma-ilī,FALSE,hu-ur-me-li,
Hurmah,FALSE,,
Hurmāya,FALSE,,
Hurmeli,FALSE,hu-ur-me-li,
Hurmili,FALSE,Hu-ur-me-li,
Huršanum,FALSE,,
Huršunuman,FALSE,,
Hurtala,FALSE,,
Hurtula,FALSE,hu-ur-tù-lá,
Hurubi,FALSE,Hu-ru-bi,
Huruda,FALSE,Hu-ru-ta,
Huruta,FALSE,hu-ru-ta,
Hurzibi,FALSE,,
Hurzibum,FALSE,Hu-ur-zi-pu-um,
Huša,FALSE,hu-ša,
Hušali,FALSE,hu-ša-li,
Hušanālum,FALSE,,
Hušānum,FALSE,Hu-ur-ša-nim,
Husāri,FALSE,,
Husārum,FALSE,Hu-sà-ru-um,
Hušiliman,FALSE,,
Hušiliuman,TRUE,Hu-ší-li-,
Hušiliuman,TRUE,hu-ší-li-ú-ma-an,
Hušiliuman,TRUE,hu-ší-li<-ú>-ma[-an],
Hušiliuman,TRUE,hu-ší-li<-ú>-ma[-an]; hu-ší-li-ú[-ma-an],
Hušiuman,TRUE,hu-ší-ú-ma-an,
Hušiuman,TRUE,Hu-ší-ú-ma-an; Hu-zi-ú-ma-an,
Hušui,FALSE,Hu-šu-i,
Huta,FALSE,Hu-da,
Hutala,FALSE,[h]u-ta-lá; hu-ta-lá,
Hutari,FALSE,,
Hutarla,TRUE,h[u-d]a-ar-lá,
Hutarla,TRUE,Hu-da-ar-lá; Hu-du-ur-lá,
Hutarla,TRUE,hu-ta-ar-lá,
Hutarlani,FALSE,Hu-tár-lá-ni,
Hutašama,TRUE,hu-lá,
Hutašama,TRUE,Hu-ta-ša-ma,
Hutatum,FALSE,Hu-ta-tim,
Hutia,FALSE,Hu-tí-a,
Hutila,FALSE,Hu-tí-lá,
Hutka,FALSE,Hu-ut-kà,
Hutu-bēlī,FALSE,,
Hutuli,FALSE,,
Huwaruman,FALSE,Hu-wa-ru-ma-an,
Huwialka,FALSE,Hu-ú-i-a-al-kà,
Huyalka,FALSE,hu-a-al-ka,
Huza,FALSE,Hu-za; Hu-za-a,
Huzala,FALSE,Hu-za-lá,
Huzānum,FALSE,,
Huzarua,FALSE,hu-za-ru-wa,
Huzaza,FALSE,Hu-za-za,
Huzazi,FALSE,,
Huzia,FALSE,hu-zi-a-áš; hu-zi-a,
Huziaš,TRUE,hu-zi-a-áš,
Huziaš,TRUE,,
Huziašu,FALSE,,
Huziri,FALSE,Hu-zi-ri,
Huziru,FALSE,,
Huzirum,FALSE,,
Huziš,FALSE,hu-zi-iš,
Huziuman,FALSE,hu-zi-ú-ma-an,
Huzura,FALSE,Hu-zu-ra,
Huzuru,FALSE,Hu-zu-ru,
Huzzi,FALSE,Hu-zi-iš,
Huzziya,FALSE,Hu-zi-a; Hu-zi-áš,
I-a-ta-ni-kà,FALSE,I-a-ta-ni-kà,
I-a-tal-kà,FALSE,I-a-tal-kà,
I-dí-a,FALSE,I-dí-a,
I-dí-da,FALSE,I-dí-da,
I-dí-in-Ištar,FALSE,I-dí-in-Ištar,
I-dí-lim,FALSE,I-dí-lim,
I-dí-nim,FALSE,I-dí-nim,
I-dí-Sú-in,FALSE,I-dí-Sú-in,
I-du-a,FALSE,I-du-a,
I-ha-ga-lim,FALSE,I-ha-ga-lim,
I-lá-li,FALSE,I-lá-li,
I-li-li,FALSE,I-li-li,
I-lu-ku-li,FALSE,I-lu-ku-li,
I-lu-l[á]-a,FALSE,I-lu-l[á]-a,
I-lu-ma-lá-ak,FALSE,I-lu-ma-lá-ak,
I-na-ar,FALSE,i-na-ar,
I-ni-zu-da,FALSE,I-ni-zu-da,
I-sá-a-a,FALSE,I-sá-a-a,
I-šar-Suen,FALSE,,
I-tí-tí-ir,FALSE,I-tí-tí-ir,
Ia,FALSE,I-a,
Iadimad,FALSE,i-a-dí-ma-ad,
Ialia,FALSE,i-a-li-a,
Ialiaš,FALSE,i-a-li-a-àš,
Ialu,FALSE,i-a-lu,
Ianika,TRUE,i-a-ni-kà,
Ianika,TRUE,i-a-ni-kà; [i-a-]ni-kà,
Ianukimsi,FALSE,I-a-nu-ki-im-ṣí,
Iaša,FALSE,i-a-ša,
Iatalka,TRUE,I-a-ta-al-kà,
Iatalka,TRUE,i-a-tal-kà,
Iatanika,TRUE,I-a-ta-[n]i-ga,
Iatanika,TRUE,i-a-ta-ni-kà,
Ibada,FALSE,I-ba-da-a,
Ibāya,FALSE,I-ba-a,
Ibazi,FALSE,i-ba-zi,
Ibbi-ilī,FALSE,I-bi4-ì-[li],
Ibbi-Suen,FALSE,I-bí-Sú-en6,
Ibbi-ZU,FALSE,I-bí-ZU,
Ibbiṣur,FALSE,ib-bi-ṣur,
Ibezua,FALSE,i-be-zu-a,
Ibikāya,FALSE,,
Ibilam-Ana,FALSE,I-be-lam-a-na,
Ibilisi,FALSE,i-bi-li-si,
Ibisua,FALSE,I-bi-zu-a,
Ibliṭ-īlum,FALSE,,
Ibmei,FALSE,ib-me-i,
Ibni-Adad,FALSE,Ib-ni-{d}IM,
Ibni-Ašari,FALSE,Ib-ni-a-ša-ri,
Ibni-Ea,FALSE,Ib-ni-É-a; Ib-ni-a,
Ibni-ili,TRUE,Ib-ni-lí,
Ibni-ili,TRUE,Ib-ni-lí; Ib-ni-DINGIR,
Ibni-ilī,FALSE,Ib-ni-lí; Ib-ni-DINGIR,
Ibni-Suen,FALSE,ib-ni-sú-in,
Ibnia,FALSE,Ib-ni-a; Ib-ni-É-a,
Ibnili,FALSE,,
Ibnium,FALSE,,
Ibri-madal,FALSE,Ib-ri-ma-da-al,
Ibrimu,FALSE,ib-ri-mu,
Ibšudak,FALSE,ib-šu-dak,
Ida,FALSE,I-da,
Ida-Suen,FALSE,I-da-Zu-in; I-da-zu,
Idamada,FALSE,i-da-ma-da,
Idarda,FALSE,i-da-ar-da,
Idari,FALSE,I-da-ri-iš,
Idarsia,FALSE,,
Idarzi,FALSE,,
Idarzia,FALSE,I-da-ar-zi-a,
Idatum,FALSE,,
Idaya,TRUE,i-da-a,
Idaya,TRUE,I-da-a; I-da-a-a,
Idāya,FALSE,I-da-a; I-da-a-a,
Idazu,FALSE,,
Iddin-abum,FALSE,I-dí-in-a-bu-um,
Iddin-Adad,FALSE,I-dí-na-{d}IM,
Iddin-ahum,FALSE,I-dí-in-a-hi-im; I-dí-na-hu-um; I-dí-a-hu-um,
Iddin-Amurru,FALSE,I-dí-{d}MAR.TU,
Iddin-Amurrum,FALSE,I-dí-{d}MAR.TU,
Iddin-Anum,FALSE,I-dí-{d}A-nim; I-dí-A-num,
Iddin-Aššur,FALSE,E-dí-in-; E-dí-na; Id-na-; I-dí; E-dí-,
Iddin-Bēlum,FALSE,,
Iddin-Dagan,FALSE,I-dí-Da-gán,
Iddin-Dagān,FALSE,I-dí-Da-gán,
Iddin-Erra,FALSE,i-dí-ér-ra,
Iddin-ilī,FALSE,I-ti-DINGIR; I-dí-DINGIR,
Iddin-ilum,TRUE,I-dí-lim,
Iddin-ilum,TRUE,I-ti-DINGIR; I-dí-DINGIR; I-dí-lim,
Iddin-Ištar,FALSE,I-dí-in-Ištar,
Iddin-Kubum,FALSE,I-dí-Ku-bu-um,
Iddin-Kūbum,FALSE,I-dí-Ku-bu-um,
Iddin-Nirah,FALSE,I-dí-Ni-ra-ah,
Iddin-Šamaš,FALSE,I-dí-{d}UTU,
Iddin-Suen,FALSE,I-dí-Sú-en6,
Iddin-Wer,FALSE,I-dí-we-er,
Iddin-Wēr,FALSE,I-dí-We-er,
Iddināya,FALSE,E-dí-na-a,
Idi-Aššur,TRUE,a-dí-a-šùr,
Idi-Aššur,TRUE,I-dí-A-šur,
Idi-Aššur,TRUE,I-dí-A-šùr,
Idi-bani,FALSE,Ni-dí-ba-ni; I-dí-ba-ni,
Idi-bāni,FALSE,Ni-dí-ba-ni; I-dí-ba-ni,
Idī-dan,FALSE,,
Idi-ennam,FALSE,,
Idi-ištar,FALSE,I-dí-Ištar,
Idi-Suen,TRUE,i-dí-sú-en6,
Idi-suen,TRUE,i-dí-sú-in,
Idi-suin,TRUE,i-dí-su-in,
Idi-Suin,TRUE,i-dí-sú-in,
Idia,TRUE,I-dí-a,
Idia,TRUE,I-dí-a; I-dí-a-a,
Idiadi,FALSE,I-dí-a-dí,
Idida,FALSE,I-dí-da,
Ididi,FALSE,i-dí-dí,
Idihilim,FALSE,,
Idilia,TRUE,i-di-li-a,
Idilia,TRUE,I-dí-li-a,
Idilia,TRUE,I-dí-li-a; I-dí-lí-a,
Idilum,FALSE,,
Idinia,FALSE,i-di-ni-a,
Idinua,FALSE,I-dí-nu-a,
Idinum,FALSE,I-dí-num; E-dí-num,
Idmada,FALSE,Id-ma-da-ma,
Idnaya,FALSE,Id-na-a,
Idnāya,FALSE,Id-na-a,
Idua,FALSE,I-du-a,
Idumada,FALSE,I-du-ma-da,
Idumlia,FALSE,id-um-li-a,
Ighalim,FALSE,Ig-ha-lim,
Igmilum,FALSE,,
Ihiliuman,FALSE,I-hi-li-ú-ma-an,
Ika,FALSE,I-ga-a,
Ikala,FALSE,I-ga-lá,
Ikanni,FALSE,I-ga-ni,
Ikarim,FALSE,i-kà-ri-im,
Ikarum,FALSE,I-ga-ri-im,
Ikaya,FALSE,I-ga-a,
Ikbatanum,FALSE,Ik-ba-ta-nim,
Ikia,FALSE,I-ki-a,
Ikiraya,FALSE,I-ki-ra-a,
Ikišuba,FALSE,I-ki-šu-ba,
Ikra,FALSE,Ik-ra-a,
Ikraya,FALSE,Ik-ra-a,
Iku,FALSE,I-ku,
Ikua,TRUE,I-ku-a,
Ikua,TRUE,I-ku-a; I-ku-ú-a,
Ikuda,FALSE,I-ku-da,
Ikuhlum,FALSE,,
Ikukua,FALSE,i-ku-ku-a,
Ikūn-Aššur,FALSE,I-ku-na-a-šur,
Ikun-mišar,FALSE,,
Ikūn-mīšar,FALSE,I-ku-mì-šar,
Ikūn-paša,FALSE,I-ku-pá-ša,
Ikūn-pāšar,FALSE,,
Ikūn-pī-ahum,FALSE,,
Ikūn-pī-Aššur,TRUE,I-ku-pí-A-šùr,
Ikūn-pī-Aššur,TRUE,I-ku-pì-A-šur,
Ikūn-pī-Aššur,TRUE,I-ku-pí-A-šùr; I-ku-pì-A-šur; I-ku-pí-A-šur; I-ku-pì-A-šùr,
Ikūn-pī-Enlil,FALSE,I-ku-pì-{d}EN.LÍL,
Ikūn-pī-Ištar,FALSE,I-ku-pí-Ištar,
Ikūn-pī-Suen,FALSE,I-ku-pì-Sú-en6; I-ku-pì-Sú-in,
Ikūn-pī-Tašmētum,FALSE,,
Ikūn-pīa,FALSE,I-ku-pí-a,
Ikūn-pīya,FALSE,I-ku-pí-a,
Ikuna,FALSE,,
Ikūnāya,FALSE,I-ku-na-a,
Ikunim,FALSE,I-ku-nim,
Ikunum,FALSE,,
Ikūnum,FALSE,I-ku-nu-um,
Ikupia,FALSE,i-ku-pí-a,
Ikuppaša,FALSE,,
Ikuppi-Aššur,FALSE,,
Ikuppi-Ištar,FALSE,,
Ikuppia,FALSE,,
Ikūppīya,FALSE,,
Ikūppum,FALSE,,
Ikuri,FALSE,I-ku-ri,
Ikušmu,FALSE,I-ku-uš-mu,
Ikuwa,FALSE,,
Il-wedaku,FALSE,,
Ilaba,FALSE,I-lá-ba,
Ilabrat-bani,FALSE,,
Ilabrat-bāni,FALSE,I-lá-áb-ra-at-ba-ni,
Ilabrat-dunnī,FALSE,I-lá-áb-ra-at-du-<ni>; {d}NIN.ŠUBUR-du-ni,
Ilali,TRUE,i-lá-li,
Ilali,TRUE,I-lá-lí,
Ilali,TRUE,I-lá-li; I-lá-lí,
Ilalia,TRUE,I-lá-lí-a,
Ilalia,TRUE,I-lá-li-a; I-lá-ni-a; i-lá-lí-a,
Ilaliahšu,FALSE,I-lá-li-ah-šu; I-lá-li-a-ah-šu; I-lá-lá-ah-šu,
Ilalialka,TRUE,i-lá-li-el-kà,
Ilalialka,TRUE,i-lá-li-il5-kà; i-lá-li-el-kà; i[-lá-li-]al-kà,
Ilalilka,TRUE,I-lá-li-el-kà; I-lá-li-al-kà,
Ilalilka,TRUE,i-lá-li-il5-kà; i-lá-li-el-kà; i[-lá-li-]al-kà,
Ilalimma,FALSE,il-al-im-ma,
Ilališ,TRUE,i-lá-li-iš,
Ilališ,TRUE,I-lá-li-iš; I-lá-lí-šu,
Ilališ-<big_gap>,FALSE,I-la-li-iš-<big_gap>,
Ilališka,TRUE,i-lá-li-iš-kà,
Ilališka,TRUE,i-lá-li-iš-kà; i-lá-li[-iš-kà],
Ilališkan,TRUE,I-lá-li-iš-kà-an,
Ilališkan,TRUE,i-lá-li-iš-kà-an; i-lá-l[i-i]š-kà-an,
Ilališkan,TRUE,I-lá-li-iš-kà; I-lá-li-iš-kà-an; I-lá-li-iš-kán,
Ilališkan,TRUE,i-lá-li-iš-kán,
Ilaliuman,TRUE,I-la-li-ú-ma-an,
Ilaliuman,TRUE,i-lá-li-ú-ma-an,
Ilaliya,FALSE,,
Ilanišu,FALSE,i-la-ni-šu,
Ilānu-šarrāni,FALSE,161259384490977689738018517105051321,
Ilašrani,FALSE,i-lá-áš-ra-ni,
Ilašranni,FALSE,,
Ilat-bāni,FALSE,,
Ilī-Adad,FALSE,ì-lí-{d}IŠKUR,
Ili-alum,FALSE,,
Ilī-ālum,TRUE,Ì-lí-a-lúm,
Ilī-ālum,TRUE,Ì-lí-a-lúm; -a-lim,
Ilī-amarum,FALSE,,
Ilī-amgur,FALSE,í-lì-am-gur,
Ilī-amranni,FALSE,ì-lí-am-ra-ni,
Ilī-Anum,FALSE,I-la-nim; I-lá-nim,
Ili-ašranni,FALSE,,
Ilī-ašranni,FALSE,Ì-lí-áš-ra-ni; I-lá-áš-ra-ni,
Ilī-ašrannī,FALSE,,
Ili-Aššur,FALSE,,
Ilī-Aššur,FALSE,DINGIR-A-šur,
Ilī-asû,FALSE,DINGIR-a-zu,
Ilī-atta,FALSE,i-li-at-a,
Ili-bani,FALSE,,
Ilī-bāni,TRUE,DINGIR-ba-ni,
Ilī-bāni,TRUE,Ì-lí-ba-ni,
Ilī-bāni,TRUE,Ì-lí-ba-ni; Ili5-ba-ni; DINGIR-ba-ni,
Ilī-bāni,TRUE,Ili5-ba-ni,
Ili-bata,FALSE,,
Ili-beli,FALSE,,
Ilī-bēlī,TRUE,Ì-lí-be-lí,
Ilī-bēlī,TRUE,Ì-lí-be-lí; I-li-be-li; I-li-be-lí; DINGIR-be-lim,
Ilī-Bēlum,FALSE,,
Ilī-binanni,TRUE,Ì-lí-bi4-na-ni,
Ilī-binanni,TRUE,Ì-lí-bi4-na-ni; Ili5-bi-na-ni,
Ilī-da-lim,FALSE,Ì-lí-da-lim,
Ilī-dādī,FALSE,i-li-da-dí,
Ilī-Dagan,FALSE,,
Ili-dan,FALSE,,
Ilī-dan,FALSE,,
Ilī-dān,FALSE,Ì-lí-dan,
Ilī-dannum,FALSE,,
Ilī-daqi,FALSE,DINGIR-da-qí,
Ilī-din,FALSE,Ì-lí-dí-in,
Ilī-dūrum,FALSE,El-du-ru-um,
Ilī-ellat,FALSE,DINGIR-ILLAT,
Ilī-ellitī,FALSE,Ì-lí-ì-lí-tí,
Ili-emuqi,FALSE,,
Ilī-emūqī,TRUE,Ì-lí-e-mu-qí,
Ilī-emūqī,TRUE,Ì-lí-e-mu-qí; I-lá-mu-qí,
Ilī-ēnī,FALSE,í-lì-e-ni,
Ili-ennam,FALSE,,
Ilī-gāmil,FALSE,DINGIR-ga-me-el,
Ilī-iddin,FALSE,Ì-lí-dí-in,
Ilī-iddinaššu,FALSE,Ì-lí-i-dí-na-šu; Ì-lí-dí-na-šu; I-li-dí-na-šu,
Ilī-idī,FALSE,AN-i-dí,
Ilī-ilmad,FALSE,Ì-lí-el-ma-ad,
Ilī-imhuṣanni,FALSE,706088230522133132755119434273703028,
Ilī-imittī,FALSE,ì-lí-mì-tí,
Ilī-Išar,FALSE,Ì-lí-i-šar; Ì-lí-ša-ar; Ì-lí-šar; I-li-šar,
Ilī-kāšid,FALSE,DINGIR-ka-ší-id,
Ilī-kulī,FALSE,ì-lí-ku-li,
Ilī-kurub,TRUE,DINGIR-ku-ru-ub,
Ilī-kurub,TRUE,DINGIR-kur-ub,
Ilī-kurub,TRUE,DINGIR-kur-ub; DINGIR-ku-ru-ub,
Ilī-luri,FALSE,DINGIR-lu-ri,
Ilī-madar,FALSE,ili5-ma-da-ar,
Ili-malak,FALSE,,
Ilī-mālik,FALSE,DINGIR-ma-lik,
Ilī-malkī,FALSE,DINGIR-ma-al-ki,
Ilī-mallāk,FALSE,DINGIR-ma-lá-ak-ma,
Ili-massu,FALSE,,
Ilī-massu,FALSE,ì-lí-ma-sú,
Ili-mešar,FALSE,,
Ilī-mētak,FALSE,Ili5-me-ta-ak,
Ilī-mīšar,FALSE,E-li-me-šar; Ili5-me-šar,
Ilī-mudammiq,FALSE,DINGIR-mu-da-mì-iq,
Ilī-muttabbil,FALSE,DINGIR-mu-ta-bi4-il5,
Ili-nada,FALSE,,
Ilī-nāda,FALSE,,
Ilī-nādā,FALSE,DINGIR-na-da,
Ilī-nišu,FALSE,-ni-šu,
Ili-pi-uṣur,FALSE,,
Ilī-pī-uṣur,FALSE,DINGIR-pí-ú-ṣú-ur,
Ili-pilah,FALSE,,
Ilī-pilah,FALSE,DINGIR-pí-lá-ah,
Ili-rabi,FALSE,,
Ilī-rabi,FALSE,Ì-lí-GAL; DINGIR-GAL; DINGIR-ra-be; -re-bi,
Ili-re’i,FALSE,,
Ilī-rē'ī,TRUE,DINGIR-SIPA,
Ilī-rē'ī,TRUE,DINGIR-SIPA; DINGIR-lu-re-i; DINGIR-SIPA-i,
Ilī-rēṣum,FALSE,DINGIR-re-ṣú-um; -re-ṣí-im; DINGIR-re-ṣú,
Ilī-šadu'e,FALSE,ì-lí-SA.TU,
Ilī-šalim,FALSE,Ili5-SÁ-lim,
Ilī-šudu,FALSE,Ì-lí-šu-du,
Ilī-Suen,FALSE,Ì-lí-Sú-in; E-lí-,
